#
# Dark matter halo distribution from Press-Schechter formalism
#
# Columns
#---------
# * Redshifts: 0.0 -> 3.02, step 0.02, bins 152
# * Halo mass: 1e12 -> 9.12e15 [Msun], log-even, bins 100
# * Density: number/dVc/dM
#   where,
#   - dVc: differential comvoing volume, Mpc^3/sr/[unit redshift]
#
# redshift               halo_mass[Msun]          density
7.399999999999999911e-01 3.311307400000000000e+14 3.707343100000000041e-21
7.399999999999999911e-01 3.630776100000000000e+14 2.564757099999999956e-21
7.399999999999999911e-01 3.981075300000000000e+14 1.754304099999999899e-21
7.399999999999999911e-01 4.365161800000000000e+14 1.185582199999999972e-21
7.399999999999999911e-01 4.786304200000000000e+14 7.910292300000000011e-22
7.399999999999999911e-01 5.248077900000000000e+14 5.206190199999999755e-22
7.399999999999999911e-01 5.754402600000000000e+14 3.377040099999999998e-22
7.399999999999999911e-01 6.309576100000000000e+14 2.156869899999999966e-22
7.399999999999999911e-01 6.918311800000000000e+14 1.355007099999999892e-22
7.399999999999999911e-01 7.585777900000000000e+14 8.363893299999999870e-23
7.399999999999999911e-01 8.317639000000000000e+14 5.066669600000000246e-23
7.399999999999999911e-01 9.120109400000000000e+14 3.008348800000000231e-23
7.399999999999999911e-01 9.999999900000000000e+14 1.748406700000000059e-23
7.399999999999999911e-01 1.096478100000000000e+15 9.931672000000000731e-24
7.399999999999999911e-01 1.202264200000000000e+15 5.505446799999999951e-24
7.399999999999999911e-01 1.318256300000000000e+15 2.973176500000000081e-24
7.399999999999999911e-01 1.445439300000000000e+15 1.561400199999999960e-24
7.399999999999999911e-01 1.584892500000000000e+15 7.958349299999999923e-25
7.399999999999999911e-01 1.737799900000000000e+15 3.928540600000000018e-25
7.399999999999999911e-01 1.905459600000000000e+15 1.873905700000000032e-25
7.399999999999999911e-01 2.089294600000000000e+15 8.616169900000000101e-26
7.399999999999999911e-01 2.290865800000000000e+15 3.808698700000000113e-26
7.399999999999999911e-01 2.511884200000000000e+15 1.613972599999999910e-26
7.399999999999999911e-01 2.754226200000000000e+15 6.536374300000000230e-27
7.399999999999999911e-01 3.019948500000000000e+15 2.521365999999999859e-27
7.399999999999999911e-01 3.311307300000000000e+15 9.230996700000000580e-28
7.399999999999999911e-01 3.630776100000000000e+15 3.195014500000000017e-28
7.399999999999999911e-01 3.981075200000000000e+15 1.041045099999999891e-28
7.399999999999999911e-01 4.365161800000000000e+15 3.178893599999999896e-29
7.399999999999999911e-01 4.786304000000000000e+15 9.052119800000000689e-30
7.399999999999999911e-01 5.248078000000000000e+15 2.390772100000000079e-30
7.399999999999999911e-01 5.754402600000000000e+15 5.823368900000000094e-31
7.399999999999999911e-01 6.309576500000000000e+15 1.299810199999999953e-31
7.399999999999999911e-01 6.918312400000000000e+15 2.640614899999999948e-32
7.399999999999999911e-01 7.585777700000000000e+15 4.846819600000000034e-33
7.399999999999999911e-01 8.317639000000000000e+15 7.973411200000000387e-34
7.399999999999999911e-01 9.120109600000000000e+15 1.165379200000000024e-34
7.600000000000000089e-01 1.000000000000000000e+12 6.288270499999999832e-15
7.600000000000000089e-01 1.096478100000000000e+12 5.250836399999999804e-15
7.600000000000000089e-01 1.202264200000000000e+12 4.382717500000000006e-15
7.600000000000000089e-01 1.318256400000000000e+12 3.656523099999999938e-15
7.600000000000000089e-01 1.445439200000000000e+12 3.049247000000000144e-15
7.600000000000000089e-01 1.584892500000000000e+12 2.541602600000000047e-15
7.600000000000000089e-01 1.737799900000000000e+12 2.117394299999999894e-15
7.600000000000000089e-01 1.905459600000000000e+12 1.763056299999999973e-15
7.600000000000000089e-01 2.089294600000000000e+12 1.467191799999999956e-15
7.600000000000000089e-01 2.290865900000000000e+12 1.220263699999999957e-15
7.600000000000000089e-01 2.511884300000000000e+12 1.014269700000000066e-15
7.600000000000000089e-01 2.754226200000000000e+12 8.425055599999999687e-16
7.600000000000000089e-01 3.019948400000000000e+12 6.993564600000000345e-16
7.600000000000000089e-01 3.311314700000000000e+12 5.801137499999999890e-16
7.600000000000000089e-01 3.630784100000000000e+12 4.808459399999999557e-16
7.600000000000000089e-01 3.981075300000000000e+12 3.982528999999999834e-16
7.600000000000000089e-01 4.365161900000000000e+12 3.295749299999999988e-16
7.600000000000000089e-01 4.786304300000000000e+12 2.725054000000000045e-16
7.600000000000000089e-01 5.248077800000000000e+12 2.251136999999999980e-16
7.600000000000000089e-01 5.754402600000000000e+12 1.857870200000000017e-16
7.600000000000000089e-01 6.309576400000000000e+12 1.531773900000000077e-16
7.600000000000000089e-01 6.918312000000000000e+12 1.261587800000000106e-16
7.600000000000000089e-01 7.585777800000000000e+12 1.037912600000000013e-16
7.600000000000000089e-01 8.317639300000000000e+12 8.529046700000000612e-17
7.600000000000000089e-01 9.120109300000000000e+12 7.000213099999999697e-17
7.600000000000000089e-01 9.999999800000000000e+12 5.738065900000000467e-17
7.600000000000000089e-01 1.096478100000000000e+13 4.697148700000000173e-17
7.600000000000000089e-01 1.202264200000000000e+13 3.839625199999999838e-17
7.600000000000000089e-01 1.318256400000000000e+13 3.133980899999999736e-17
7.600000000000000089e-01 1.445439300000000000e+13 2.554013400000000052e-17
7.600000000000000089e-01 1.584892500000000000e+13 2.077947699999999992e-17
7.600000000000000089e-01 1.737799900000000000e+13 1.687690199999999895e-17
7.600000000000000089e-01 1.905459500000000000e+13 1.368229799999999942e-17
7.600000000000000089e-01 2.089294600000000000e+13 1.107107700000000003e-17
7.600000000000000089e-01 2.290865900000000000e+13 8.940090300000000637e-18
7.600000000000000089e-01 2.511884200000000000e+13 7.203920900000000745e-18
7.600000000000000089e-01 2.754226000000000000e+13 5.791908299999999619e-18
7.600000000000000089e-01 3.019948600000000000e+13 4.645643600000000125e-18
7.600000000000000089e-01 3.311307400000000000e+13 3.716966699999999791e-18
7.600000000000000089e-01 3.630784200000000000e+13 2.966112299999999960e-18
7.600000000000000089e-01 3.981075200000000000e+13 2.360396900000000062e-18
7.600000000000000089e-01 4.365161900000000000e+13 1.872893499999999964e-18
7.600000000000000089e-01 4.786304400000000000e+13 1.481500200000000031e-18
7.600000000000000089e-01 5.248078000000000000e+13 1.168095500000000049e-18
7.600000000000000089e-01 5.754402200000000000e+13 9.178306100000000869e-19
7.600000000000000089e-01 6.309576200000000000e+13 7.185714900000000374e-19
7.600000000000000089e-01 6.918312300000000000e+13 5.604212799999999953e-19
7.600000000000000089e-01 7.585777900000000000e+13 4.353121700000000317e-19
7.600000000000000089e-01 8.317639500000000000e+13 3.366887699999999776e-19
7.600000000000000089e-01 9.120108900000000000e+13 2.592342399999999896e-19
7.600000000000000089e-01 1.000000000000000000e+14 1.986453599999999939e-19
7.600000000000000089e-01 1.096478100000000000e+14 1.514489400000000053e-19
7.600000000000000089e-01 1.202264200000000000e+14 1.148494399999999906e-19
7.600000000000000089e-01 1.318256400000000000e+14 8.660233300000000542e-20
7.600000000000000089e-01 1.445439200000000000e+14 6.491156400000000533e-20
7.600000000000000089e-01 1.584892400000000000e+14 4.834524599999999927e-20
7.600000000000000089e-01 1.737800000000000000e+14 3.576516399999999931e-20
7.600000000000000089e-01 1.905459600000000000e+14 2.627012499999999918e-20
7.600000000000000089e-01 2.089294700000000000e+14 1.915026799999999900e-20
7.600000000000000089e-01 2.290865800000000000e+14 1.384835400000000085e-20
7.600000000000000089e-01 2.511884300000000000e+14 9.929275700000000298e-21
7.600000000000000089e-01 2.754226000000000000e+14 7.055106599999999883e-21
7.600000000000000089e-01 3.019948500000000000e+14 4.964988000000000083e-21
7.600000000000000089e-01 3.311307400000000000e+14 3.458539899999999726e-21
7.600000000000000089e-01 3.630776100000000000e+14 2.383164100000000128e-21
7.600000000000000089e-01 3.981075300000000000e+14 1.623295600000000013e-21
7.600000000000000089e-01 4.365161800000000000e+14 1.092222599999999921e-21
7.600000000000000089e-01 4.786304200000000000e+14 7.253606099999999952e-22
7.600000000000000089e-01 5.248077900000000000e+14 4.750640500000000463e-22
7.600000000000000089e-01 5.754402600000000000e+14 3.065635200000000204e-22
7.600000000000000089e-01 6.309576100000000000e+14 1.947306800000000081e-22
7.600000000000000089e-01 6.918311800000000000e+14 1.216309399999999912e-22
7.600000000000000089e-01 7.585777900000000000e+14 7.462079500000000503e-23
7.600000000000000089e-01 8.317639000000000000e+14 4.491282999999999809e-23
7.600000000000000089e-01 9.120109400000000000e+14 2.648560400000000161e-23
7.600000000000000089e-01 9.999999900000000000e+14 1.528214599999999984e-23
7.600000000000000089e-01 1.096478100000000000e+15 8.614681400000000436e-24
7.600000000000000089e-01 1.202264200000000000e+15 4.736819799999999711e-24
7.600000000000000089e-01 1.318256300000000000e+15 2.536186399999999982e-24
7.600000000000000089e-01 1.445439300000000000e+15 1.319820299999999951e-24
7.600000000000000089e-01 1.584892500000000000e+15 6.662263100000000353e-25
7.600000000000000089e-01 1.737799900000000000e+15 3.255140599999999904e-25
7.600000000000000089e-01 1.905459600000000000e+15 1.535851800000000092e-25
7.600000000000000089e-01 2.089294600000000000e+15 6.980432900000000223e-26
7.600000000000000089e-01 2.290865800000000000e+15 3.047852899999999772e-26
7.600000000000000089e-01 2.511884200000000000e+15 1.274739699999999974e-26
7.600000000000000089e-01 2.754226200000000000e+15 5.091026300000000190e-27
7.600000000000000089e-01 3.019948500000000000e+15 1.934887299999999938e-27
7.600000000000000089e-01 3.311307300000000000e+15 6.972651699999999688e-28
7.600000000000000089e-01 3.630776100000000000e+15 2.373014600000000123e-28
7.600000000000000089e-01 3.981075200000000000e+15 7.594323299999999458e-29
7.600000000000000089e-01 4.365161800000000000e+15 2.274917499999999939e-29
7.600000000000000089e-01 4.786304000000000000e+15 6.346694500000000214e-30
7.600000000000000089e-01 5.248078000000000000e+15 1.639976600000000080e-30
7.600000000000000089e-01 5.754402600000000000e+15 3.902337000000000095e-31
7.600000000000000089e-01 6.309576500000000000e+15 8.495338800000000547e-32
7.600000000000000089e-01 6.918312400000000000e+15 1.680347000000000051e-32
7.600000000000000089e-01 7.585777700000000000e+15 2.997290400000000041e-33
7.600000000000000089e-01 8.317639000000000000e+15 4.782044599999999854e-34
7.600000000000000089e-01 9.120109600000000000e+15 6.763709500000000069e-35
7.800000000000000266e-01 1.000000000000000000e+12 6.345079800000000185e-15
7.800000000000000266e-01 1.096478100000000000e+12 5.296710499999999947e-15
7.800000000000000266e-01 1.202264200000000000e+12 4.419659099999999881e-15
7.800000000000000266e-01 1.318256400000000000e+12 3.686181899999999930e-15
7.800000000000000266e-01 1.445439200000000000e+12 3.072978599999999947e-15
7.800000000000000266e-01 1.584892500000000000e+12 2.560519600000000114e-15
7.800000000000000266e-01 1.737799900000000000e+12 2.132410299999999821e-15
7.800000000000000266e-01 1.905459600000000000e+12 1.774918800000000075e-15
7.800000000000000266e-01 2.089294600000000000e+12 1.476512000000000039e-15
7.800000000000000266e-01 2.290865900000000000e+12 1.227540700000000095e-15
7.800000000000000266e-01 2.511884300000000000e+12 1.019909700000000094e-15
7.800000000000000266e-01 2.754226200000000000e+12 8.468393499999999897e-16
7.800000000000000266e-01 3.019948400000000000e+12 7.026520000000000233e-16
7.800000000000000266e-01 3.311314700000000000e+12 5.825880400000000239e-16
7.800000000000000266e-01 3.630784100000000000e+12 4.826740999999999637e-16
7.800000000000000266e-01 3.981075300000000000e+12 3.995759300000000194e-16
7.800000000000000266e-01 4.365161900000000000e+12 3.305058499999999784e-16
7.800000000000000266e-01 4.786304300000000000e+12 2.731345900000000245e-16
7.800000000000000266e-01 5.248077800000000000e+12 2.255130699999999799e-16
7.800000000000000266e-01 5.754402600000000000e+12 1.860136200000000032e-16
7.800000000000000266e-01 6.309576400000000000e+12 1.532760799999999888e-16
7.800000000000000266e-01 6.918312000000000000e+12 1.261647499999999958e-16
7.800000000000000266e-01 7.585777800000000000e+12 1.037318599999999968e-16
7.800000000000000266e-01 8.317639300000000000e+12 8.518679800000000440e-17
7.800000000000000266e-01 9.120109300000000000e+12 6.987028499999999984e-17
7.800000000000000266e-01 9.999999800000000000e+12 5.723277200000000391e-17
7.800000000000000266e-01 1.096478100000000000e+13 4.681656999999999709e-17
7.800000000000000266e-01 1.202264200000000000e+13 3.824085799999999703e-17
7.800000000000000266e-01 1.318256400000000000e+13 3.118857700000000103e-17
7.800000000000000266e-01 1.445439300000000000e+13 2.539621299999999877e-17
7.800000000000000266e-01 1.584892500000000000e+13 2.064488999999999893e-17
7.800000000000000266e-01 1.737799900000000000e+13 1.675281300000000053e-17
7.800000000000000266e-01 1.905459500000000000e+13 1.356922999999999940e-17
7.800000000000000266e-01 2.089294600000000000e+13 1.096908900000000041e-17
7.800000000000000266e-01 2.290865900000000000e+13 8.848906899999999982e-18
7.800000000000000266e-01 2.511884200000000000e+13 7.123040000000000271e-18
7.800000000000000266e-01 2.754226000000000000e+13 5.720678100000000289e-18
7.800000000000000266e-01 3.019948600000000000e+13 4.583327499999999773e-18
7.800000000000000266e-01 3.311307400000000000e+13 3.662786400000000277e-18
7.800000000000000266e-01 3.630784200000000000e+13 2.919282299999999956e-18
7.800000000000000266e-01 3.981075200000000000e+13 2.320147099999999890e-18
7.800000000000000266e-01 4.365161900000000000e+13 1.838488099999999994e-18
7.800000000000000266e-01 4.786304400000000000e+13 1.452247399999999955e-18
7.800000000000000266e-01 5.248078000000000000e+13 1.143354799999999974e-18
7.800000000000000266e-01 5.754402200000000000e+13 8.970159600000000773e-19
7.800000000000000266e-01 6.309576200000000000e+13 7.011518899999999957e-19
7.800000000000000266e-01 6.918312300000000000e+13 5.459201799999999740e-19
7.800000000000000266e-01 7.585777900000000000e+13 4.233055900000000010e-19
7.800000000000000266e-01 8.317639500000000000e+13 3.268019199999999892e-19
7.800000000000000266e-01 9.120108900000000000e+13 2.511387299999999959e-19
7.800000000000000266e-01 1.000000000000000000e+14 1.920548700000000076e-19
7.800000000000000266e-01 1.096478100000000000e+14 1.461156499999999978e-19
7.800000000000000266e-01 1.202264200000000000e+14 1.105601700000000012e-19
7.800000000000000266e-01 1.318256400000000000e+14 8.317481400000000471e-20
7.800000000000000266e-01 1.445439200000000000e+14 6.219096000000000026e-20
7.800000000000000266e-01 1.584892400000000000e+14 4.620080999999999766e-20
7.800000000000000266e-01 1.737800000000000000e+14 3.408719500000000194e-20
7.800000000000000266e-01 1.905459600000000000e+14 2.496719499999999951e-20
7.800000000000000266e-01 2.089294700000000000e+14 1.814666199999999921e-20
7.800000000000000266e-01 2.290865800000000000e+14 1.308183200000000031e-20
7.800000000000000266e-01 2.511884300000000000e+14 9.349043300000000013e-21
7.800000000000000266e-01 2.754226000000000000e+14 6.619997500000000289e-21
7.800000000000000266e-01 3.019948500000000000e+14 4.641934000000000243e-21
7.800000000000000266e-01 3.311307400000000000e+14 3.221194000000000150e-21
7.800000000000000266e-01 3.630776100000000000e+14 2.210715499999999860e-21
7.800000000000000266e-01 3.981075300000000000e+14 1.499468699999999975e-21
7.800000000000000266e-01 4.365161800000000000e+14 1.004412700000000022e-21
7.800000000000000266e-01 4.786304200000000000e+14 6.639117999999999736e-22
7.800000000000000266e-01 5.248077900000000000e+14 4.326642300000000024e-22
7.800000000000000266e-01 5.754402600000000000e+14 2.777422200000000079e-22
7.800000000000000266e-01 6.309576100000000000e+14 1.754489100000000071e-22
7.800000000000000266e-01 6.918311800000000000e+14 1.089479999999999891e-22
7.800000000000000266e-01 7.585777900000000000e+14 6.642762300000000277e-23
7.800000000000000266e-01 8.317639000000000000e+14 3.972086000000000066e-23
7.800000000000000266e-01 9.120109400000000000e+14 2.326229800000000007e-23
7.800000000000000266e-01 9.999999900000000000e+14 1.332434300000000009e-23
7.800000000000000266e-01 1.096478100000000000e+15 7.453011099999999440e-24
7.800000000000000266e-01 1.202264200000000000e+15 4.064527299999999776e-24
7.800000000000000266e-01 1.318256300000000000e+15 2.157351399999999902e-24
7.800000000000000266e-01 1.445439300000000000e+15 1.112351299999999935e-24
7.800000000000000266e-01 1.584892500000000000e+15 5.560215099999999851e-25
7.800000000000000266e-01 1.737799900000000000e+15 2.688564900000000065e-25
7.800000000000000266e-01 1.905459600000000000e+15 1.254586600000000002e-25
7.800000000000000266e-01 2.089294600000000000e+15 5.635513799999999675e-26
7.800000000000000266e-01 2.290865800000000000e+15 2.430094799999999940e-26
7.800000000000000266e-01 2.511884200000000000e+15 1.002960099999999998e-26
7.800000000000000266e-01 2.754226200000000000e+15 3.949392799999999748e-27
7.800000000000000266e-01 3.019948500000000000e+15 1.478584600000000089e-27
7.800000000000000266e-01 3.311307300000000000e+15 5.243584500000000077e-28
7.800000000000000266e-01 3.630776100000000000e+15 1.754329600000000059e-28
7.800000000000000266e-01 3.981075200000000000e+15 5.513003399999999983e-29
7.800000000000000266e-01 4.365161800000000000e+15 1.619660300000000005e-29
7.800000000000000266e-01 4.786304000000000000e+15 4.425850599999999886e-30
7.800000000000000266e-01 5.248078000000000000e+15 1.118571599999999913e-30
7.800000000000000266e-01 5.754402600000000000e+15 2.599368100000000144e-31
7.800000000000000266e-01 6.309576500000000000e+15 5.517341399999999884e-32
7.800000000000000266e-01 6.918312400000000000e+15 1.062155300000000008e-32
7.800000000000000266e-01 7.585777700000000000e+15 1.840476499999999969e-33
7.800000000000000266e-01 8.317639000000000000e+15 2.846674499999999983e-34
7.800000000000000266e-01 9.120109600000000000e+15 3.894642699999999933e-35
8.000000000000000444e-01 1.000000000000000000e+12 6.398785500000000012e-15
8.000000000000000444e-01 1.096478100000000000e+12 5.339946800000000109e-15
8.000000000000000444e-01 1.202264200000000000e+12 4.454359900000000084e-15
8.000000000000000444e-01 1.318256400000000000e+12 3.713937500000000211e-15
8.000000000000000444e-01 1.445439200000000000e+12 3.095094999999999858e-15
8.000000000000000444e-01 1.584892500000000000e+12 2.578067199999999815e-15
8.000000000000000444e-01 1.737799900000000000e+12 2.146265700000000050e-15
8.000000000000000444e-01 1.905459600000000000e+12 1.785798299999999860e-15
8.000000000000000444e-01 2.089294600000000000e+12 1.485000499999999980e-15
8.000000000000000444e-01 2.290865900000000000e+12 1.234114200000000083e-15
8.000000000000000444e-01 2.511884300000000000e+12 1.024955699999999980e-15
8.000000000000000444e-01 2.754226200000000000e+12 8.506715899999999859e-16
8.000000000000000444e-01 3.019948400000000000e+12 7.055247100000000140e-16
8.000000000000000444e-01 3.311314700000000000e+12 5.847061000000000014e-16
8.000000000000000444e-01 3.630784100000000000e+12 4.842026299999999791e-16
8.000000000000000444e-01 3.981075300000000000e+12 4.006470899999999936e-16
8.000000000000000444e-01 4.365161900000000000e+12 3.312254299999999948e-16
8.000000000000000444e-01 4.786304300000000000e+12 2.735866899999999791e-16
8.000000000000000444e-01 5.248077800000000000e+12 2.257642400000000198e-16
8.000000000000000444e-01 5.754402600000000000e+12 1.861163499999999965e-16
8.000000000000000444e-01 6.309576400000000000e+12 1.532714700000000052e-16
8.000000000000000444e-01 6.918312000000000000e+12 1.260847200000000077e-16
8.000000000000000444e-01 7.585777800000000000e+12 1.036009800000000057e-16
8.000000000000000444e-01 8.317639300000000000e+12 8.502385699999999734e-17
8.000000000000000444e-01 9.120109300000000000e+12 6.968938399999999692e-17
8.000000000000000444e-01 9.999999800000000000e+12 5.704439999999999515e-17
8.000000000000000444e-01 1.096478100000000000e+13 4.662832300000000281e-17
8.000000000000000444e-01 1.202264200000000000e+13 3.805809399999999920e-17
8.000000000000000444e-01 1.318256400000000000e+13 3.101493199999999951e-17
8.000000000000000444e-01 1.445439300000000000e+13 2.523401099999999918e-17
8.000000000000000444e-01 1.584892500000000000e+13 2.049543999999999854e-17
8.000000000000000444e-01 1.737799900000000000e+13 1.661668700000000052e-17
8.000000000000000444e-01 1.905459500000000000e+13 1.344645800000000053e-17
8.000000000000000444e-01 2.089294600000000000e+13 1.085931099999999970e-17
8.000000000000000444e-01 2.290865900000000000e+13 8.751505499999999628e-18
8.000000000000000444e-01 2.511884200000000000e+13 7.037223300000000607e-18
8.000000000000000444e-01 2.754226000000000000e+13 5.645556499999999885e-18
8.000000000000000444e-01 3.019948600000000000e+13 4.517965799999999743e-18
8.000000000000000444e-01 3.311307400000000000e+13 3.606241499999999886e-18
8.000000000000000444e-01 3.630784200000000000e+13 2.870633699999999843e-18
8.000000000000000444e-01 3.981075200000000000e+13 2.278515900000000105e-18
8.000000000000000444e-01 4.365161900000000000e+13 1.803046700000000040e-18
8.000000000000000444e-01 4.786304400000000000e+13 1.422230800000000053e-18
8.000000000000000444e-01 5.248078000000000000e+13 1.118062099999999942e-18
8.000000000000000444e-01 5.754402200000000000e+13 8.758128400000000724e-19
8.000000000000000444e-01 6.309576200000000000e+13 6.834686300000000103e-19
8.000000000000000444e-01 6.918312300000000000e+13 5.312495100000000008e-19
8.000000000000000444e-01 7.585777900000000000e+13 4.111989300000000022e-19
8.000000000000000444e-01 8.317639500000000000e+13 3.168657199999999901e-19
8.000000000000000444e-01 9.120108900000000000e+13 2.430293600000000103e-19
8.000000000000000444e-01 1.000000000000000000e+14 1.854746199999999930e-19
8.000000000000000444e-01 1.096478100000000000e+14 1.408080299999999972e-19
8.000000000000000444e-01 1.202264200000000000e+14 1.063056199999999966e-19
8.000000000000000444e-01 1.318256400000000000e+14 7.978637199999999863e-20
8.000000000000000444e-01 1.445439200000000000e+14 5.951044300000000277e-20
8.000000000000000444e-01 1.584892400000000000e+14 4.409523099999999719e-20
8.000000000000000444e-01 1.737800000000000000e+14 3.244540700000000003e-20
8.000000000000000444e-01 1.905459600000000000e+14 2.369694700000000087e-20
8.000000000000000444e-01 2.089294700000000000e+14 1.717183999999999866e-20
8.000000000000000444e-01 2.290865800000000000e+14 1.234013200000000039e-20
8.000000000000000444e-01 2.511884300000000000e+14 8.789790000000000233e-21
8.000000000000000444e-01 2.754226000000000000e+14 6.202328299999999675e-21
8.000000000000000444e-01 3.019948500000000000e+14 4.333131900000000370e-21
8.000000000000000444e-01 3.311307400000000000e+14 2.995307199999999875e-21
8.000000000000000444e-01 3.630776100000000000e+14 2.047337600000000166e-21
8.000000000000000444e-01 3.981075300000000000e+14 1.382709699999999969e-21
8.000000000000000444e-01 4.365161800000000000e+14 9.220226500000000277e-22
8.000000000000000444e-01 4.786304200000000000e+14 6.065526499999999603e-22
8.000000000000000444e-01 5.248077900000000000e+14 3.932993900000000120e-22
8.000000000000000444e-01 5.754402600000000000e+14 2.511348900000000008e-22
8.000000000000000444e-01 6.309576100000000000e+14 1.577535899999999977e-22
8.000000000000000444e-01 6.918311800000000000e+14 9.738078899999999943e-23
8.000000000000000444e-01 7.585777900000000000e+14 5.900399400000000126e-23
8.000000000000000444e-01 8.317639000000000000e+14 3.504884100000000066e-23
8.000000000000000444e-01 9.120109400000000000e+14 2.038275199999999909e-23
8.000000000000000444e-01 9.999999900000000000e+14 1.158866199999999978e-23
8.000000000000000444e-01 1.096478100000000000e+15 6.431413700000000145e-24
8.000000000000000444e-01 1.202264200000000000e+15 3.478312600000000114e-24
8.000000000000000444e-01 1.318256300000000000e+15 1.829981199999999928e-24
8.000000000000000444e-01 1.445439300000000000e+15 9.347661499999999945e-25
8.000000000000000444e-01 1.584892500000000000e+15 4.626364500000000142e-25
8.000000000000000444e-01 1.737799900000000000e+15 2.213555799999999791e-25
8.000000000000000444e-01 1.905459600000000000e+15 1.021428899999999956e-25
8.000000000000000444e-01 2.089294600000000000e+15 4.533923200000000010e-26
8.000000000000000444e-01 2.290865800000000000e+15 1.930505499999999933e-26
8.000000000000000444e-01 2.511884200000000000e+15 7.861213900000000259e-27
8.000000000000000444e-01 2.754226200000000000e+15 3.051539899999999915e-27
8.000000000000000444e-01 3.019948500000000000e+15 1.125162199999999969e-27
8.000000000000000444e-01 3.311307300000000000e+15 3.925949199999999951e-28
8.000000000000000444e-01 3.630776100000000000e+15 1.290960000000000078e-28
8.000000000000000444e-01 3.981075200000000000e+15 3.982673600000000153e-29
8.000000000000000444e-01 4.365161800000000000e+15 1.147255500000000031e-29
8.000000000000000444e-01 4.786304000000000000e+15 3.069760799999999951e-30
8.000000000000000444e-01 5.248078000000000000e+15 7.586173200000000294e-31
8.000000000000000444e-01 5.754402600000000000e+15 1.721116399999999918e-31
8.000000000000000444e-01 6.309576500000000000e+15 3.560690799999999879e-32
8.000000000000000444e-01 6.918312400000000000e+15 6.669269299999999471e-33
8.000000000000000444e-01 7.585777700000000000e+15 1.122200600000000066e-33
8.000000000000000444e-01 8.317639000000000000e+15 1.681987300000000056e-34
8.000000000000000444e-01 9.120109600000000000e+15 2.224972799999999894e-35
8.200000000000000622e-01 1.000000000000000000e+12 6.449388100000000011e-15
8.200000000000000622e-01 1.096478100000000000e+12 5.380547299999999929e-15
8.200000000000000622e-01 1.202264200000000000e+12 4.486823300000000003e-15
8.200000000000000622e-01 1.318256400000000000e+12 3.739795299999999808e-15
8.200000000000000622e-01 1.445439200000000000e+12 3.115601500000000106e-15
8.200000000000000622e-01 1.584892500000000000e+12 2.594250600000000188e-15
8.200000000000000622e-01 1.737799900000000000e+12 2.158965600000000058e-15
8.200000000000000622e-01 1.905459600000000000e+12 1.795700299999999917e-15
8.200000000000000622e-01 2.089294600000000000e+12 1.492662500000000024e-15
8.200000000000000622e-01 2.290865900000000000e+12 1.239989699999999916e-15
8.200000000000000622e-01 2.511884300000000000e+12 1.029412500000000040e-15
8.200000000000000622e-01 2.754226200000000000e+12 8.540070999999999769e-16
8.200000000000000622e-01 3.019948400000000000e+12 7.079789900000000030e-16
8.200000000000000622e-01 3.311314700000000000e+12 5.864722200000000365e-16
8.200000000000000622e-01 3.630784100000000000e+12 4.854353200000000098e-16
8.200000000000000622e-01 3.981075300000000000e+12 4.014700099999999920e-16
8.200000000000000622e-01 4.365161900000000000e+12 3.317369300000000032e-16
8.200000000000000622e-01 4.786304300000000000e+12 2.738645999999999872e-16
8.200000000000000622e-01 5.248077800000000000e+12 2.258698899999999804e-16
8.200000000000000622e-01 5.754402600000000000e+12 1.860976800000000052e-16
8.200000000000000622e-01 6.309576400000000000e+12 1.531657099999999905e-16
8.200000000000000622e-01 6.918312000000000000e+12 1.259205800000000021e-16
8.200000000000000622e-01 7.585777800000000000e+12 1.034003400000000018e-16
8.200000000000000622e-01 8.317639300000000000e+12 8.480314500000000560e-17
8.200000000000000622e-01 9.120109300000000000e+12 6.946079099999999921e-17
8.200000000000000622e-01 9.999999800000000000e+12 5.681673299999999835e-17
8.200000000000000622e-01 1.096478100000000000e+13 4.640777999999999790e-17
8.200000000000000622e-01 1.202264200000000000e+13 3.784888300000000263e-17
8.200000000000000622e-01 1.318256400000000000e+13 3.081969700000000242e-17
8.200000000000000622e-01 1.445439300000000000e+13 2.505423999999999928e-17
8.200000000000000622e-01 1.584892500000000000e+13 2.033175000000000123e-17
8.200000000000000622e-01 1.737799900000000000e+13 1.646906700000000038e-17
8.200000000000000622e-01 1.905459500000000000e+13 1.331444999999999928e-17
8.200000000000000622e-01 2.089294600000000000e+13 1.074215299999999957e-17
8.200000000000000622e-01 2.290865900000000000e+13 8.648236200000000143e-18
8.200000000000000622e-01 2.511884200000000000e+13 6.946772000000000463e-18
8.200000000000000622e-01 2.754226000000000000e+13 5.566799400000000131e-18
8.200000000000000622e-01 3.019948600000000000e+13 4.449775499999999638e-18
8.200000000000000622e-01 3.311307400000000000e+13 3.547517499999999736e-18
8.200000000000000622e-01 3.630784200000000000e+13 2.820325699999999864e-18
8.200000000000000622e-01 3.981075200000000000e+13 2.235634499999999981e-18
8.200000000000000622e-01 4.365161900000000000e+13 1.766679700000000055e-18
8.200000000000000622e-01 4.786304400000000000e+13 1.391541299999999974e-18
8.200000000000000622e-01 5.248078000000000000e+13 1.092293199999999965e-18
8.200000000000000622e-01 5.754402200000000000e+13 8.542838600000000017e-19
8.200000000000000622e-01 6.309576200000000000e+13 6.655732500000000071e-19
8.200000000000000622e-01 6.918312300000000000e+13 5.164511499999999916e-19
